cod;code;group;name_en;name;energy;protein;carbs;fat;nonSaturatedFat;saturatedFat;sugar;fiber;cholesterol;potassium;sodium;salt;fresh;allergens
13430;13430;2;Melon, pulp, raw, sampled in the island of La Martinique;Melón, pulpa, crudo, probado en la isla de La Martinica;0;1,08;0;0,047;0,19;0,092;0;0;0;0;0;0;TRUE;[]
30155;30155;4;Merguez sausage, beef and mutton, cooked;Salchicha Merguez, de ternera y cordero, cocida;283;19,8;1,8;21,8;8,81;12;1,6;0;71,4;513;930;2,33;FALSE;[]
30156;30156;4;Merguez sausage, beef and mutton, raw;Salchicha Merguez, de ternera y cordero, cruda;315;14;2,8;27,6;16,97766;10,55567;0;0;0;0;630;1,58;FALSE;[]
30154;30154;4;Merguez sausage, beef, mutton and pork, raw;Salchicha Merguez, de ternera, cordero y cerdo, cruda;0;14,6;0;33,3;3,17;2,145;0;0;0;0;0;0;FALSE;[]
30153;30153;4;Merguez sausage, pork and beef, raw;Salchicha Merguez, de cerdo y ternera, cruda;0;11,5;0;41;3,17;2,145;0;0;0;0;0;0;FALSE;[]
30152;30152;4;Merguez sausage, pure beef, raw;Salchicha Merguez, de pura ternera, cruda;0;11;0;43,5;3,17;2,145;0;0;0;0;0;0;FALSE;[]
30150;30150;4;Merguez sausage, raw;Salchicha Merguez, cruda;316;13,5;2,5;28;0;11,2;2;0;0;0;900;1,48;FALSE;[]
24520;24520;7;Meringue;Merengue;0;4,11;94,3;0,5;4,4;6,06;94,3;0,5;0;89,8;64,4;0,16;FALSE;[7]
20272;20272;2;Mesclun or salads, mix of baby leaves;Mesclun o ensaladas, mezcla de hojas tiernas.;0;2;2,5;0;0;0;0;2;0;0;19;0,048;FALSE;[]
36318;36318;4;Milanese-style turkey escalope or breaded veal escalope;Escalope de pavo a la milanesa o escalope de ternera empanado;211;14,1;13,5;10,9;0;1,53;1,07;1,3;0;0;356;1,03;FALSE;[4,7]
19534;19534;5;Milk beverage, fermented milk or drinking yogurt, flavoured, fortified with vitamin D;Bebida de leche, leche fermentada o yogur para beber, aromatizado, fortificado con vitamina D;0;3,08;12,6;1,2;0;0,74;12;0;0;0;36,1;0,091;FALSE;[8]
19500;19500;5;Milk beverage, fermented milk or drinking yogurt, flavoured, sweetened, sugar reduced, 0% fat, with L Casei;Bebida de leche, leche fermentada o yogur para beber, aromatizado, endulzado, con reducción de azúcar, 0% de grasa, con L Casei;0;2,9;3,64;0,1;0;0,018;3,56;0,35;0;0;42;0,11;FALSE;[8]
19516;19516;5;Milk beverage, fermented milk or drinking yogurt, flavoured, w L Casei;Bebida de leche, leche fermentada o yogur para beber, aromatizado, con L Casei;0;2,81;12,7;1,52;0;1,05;12,5;0,033;0;0;40,5;0,1;FALSE;[8]
19536;19536;5;Milk beverage, fermented milk or drinking yogurt, with fruits, fortifed with vitamin D;Bebida de leche, leche fermentada o yogur para beber, con frutas, fortificado con vitamina D;0;3,03;13,9;1,5;0;0,97;13,5;0,11;0;0;40;0,1;FALSE;[8]
31004;31004;7;Milk chocolate bar;Barra de chocolate con leche;537;7,5;55,6;30,8;10,55;18,7;53,1;2,9;22,1;510;78;0,2;FALSE;[8]
31084;31084;7;Milk chocolate bar, filled with praline;Barra de chocolate con leche, rellena de praliné;0;7,29;52,9;34,9;13,61;16,4;49,9;2,51;14,3;420;81,3;0,2;FALSE;[8]
31018;31018;7;Milk chocolate bar, with dried fruits (nuts, almonds, raisins, praline);Barra de chocolate con leche, con frutas secas (nueces, almendras, pasas, praliné);0;8,43;48,7;35,9;17,36;17;43,6;3,52;17,5;617;101;0,25;FALSE;[8]
31009;31009;7;Milk chocolate bar, with puffed/popped cereals;Barra de chocolate con leche, con cereales inflados;0;7,15;60,6;26,6;8,62;16,7;50,8;2,59;23;370;205;0,52;FALSE;[8,4]
31020;31020;7;Milk chocolate bar, without sugar, with sweeteners;Barra de chocolate con leche, sin azúcar, con edulcorantes;487;5,75;54,2;34,6;0;21,2;11,3;2;0;0;135;0,34;FALSE;[8]
31079;31079;7;Milk chocolate, filled;Chocolate con leche, relleno;0;4,8;45,5;45;0;32,5;44,5;2,3;0;0;100;0,25;FALSE;[8]
19679;19679;5;Milk jelly, flavoured, covered with caramel, refrigerated;Gelatina de leche, saborizada, cubierta con caramelo, refrigerada;91,9;2,55;16,7;1,3;0,29;0,91;14,5;3;5,58;148;41;0,1;FALSE;[8]
19683;19683;5;Milk jelly, flavoured, reduced fat and sugar, refrigerated;Gelatina de leche, saborizada, reducida en grasa y azúcar, refrigerada;0;4,17;11,8;1,08;0;0,71;10,1;2,22;0;0;77,7;0,19;FALSE;[8]
19680;19680;5;Milk jelly, flavoured, refrigerated;Gelatina de leche, saborizada, refrigerada;0;3,39;19,5;3,53;1,1;2,15;17,6;0,52;7,8;181;55,4;0,14;FALSE;[8]
7712;7712;7;Milk roll filled with chocolate drops, prepacked;Pan de leche relleno con chispas de chocolate, envasado;369;8,51;52;13,5;6,55;6,32;18;2,72;49,2;180;371;0,93;FALSE;[8,4]
7710;7710;7;Milk roll, from bakery;Pan de leche, de panadería;382;8,55;50,6;15,4;6,1;8,34;9,94;1,5;58;171;438;1,1;FALSE;[8,4]
7711;7711;7;Milk roll, prepacked;Pan de leche, envasado;359;8,94;52,2;12,3;5,95;5,54;11,9;1,8;106;142;423;1,06;FALSE;[8,4]
19037;19037;5;Milk,  1,2% fat, vitamin D fortified, UHT;Leche, 1,2% de grasa, fortificada con vitamina D, UHT;46,6;3,38;4,8;1,52;0,38;0,98;4,5;0;6,53;160;36;0,09;FALSE;[8]
19038;19038;5;Milk, 1,2% fat, multi-vitamin fortified, UHT;Leche, 1,2% de grasa, fortificada con multivitaminas, UHT;44,1;3,38;4,79;1,25;0,31;0,81;4,5;0;6,29;160;35;0,088;FALSE;[8]
19039;19039;5;Milk, fat content unknown, UHT sterilized;Leche, contenido de grasa desconocido, esterilizada UHT;47,3;3,38;4,82;1,59;0,384;1,06;4,62;0;5,95;166;36,6;0,092;FALSE;[8]
19044;19044;5;Milk, powder, semi-skimmed;Leche en polvo, semi-desnatada;459;31,5;43,4;17,5;4,6;11,6;43,4;0;0;1330;313;0,78;FALSE;[8]
19054;19054;5;Milk, powder, skimmed;Leche en polvo, desnatada;361;35,3;54;0,7;0,18;0,34;53,1;0;13;1670;482;1,21;FALSE;[8]
19021;19021;5;Milk, powder, whole;Leche en polvo, entera;499;27,4;37,5;26,8;7,98;17,3;37,5;0;107;1190;360;0,9;FALSE;[8]
19042;19042;5;Milk, semi-skimmed, pasteurised;Leche semi-desnatada, pasteurizada;46,4;3,19;4,9;1,54;0,34;1,06;4,81;0;6;153;31;0,078;FALSE;[8]
19060;19060;5;Milk, semi-skimmed, reduced lactose;Leche semi-desnatada, reducida en lactosa;44,4;3,45;4,69;1,29;0,31;0,86;4,66;0;0;0;35;0,088;FALSE;[8]
19041;19041;5;Milk, semi-skimmed, UHT;Leche semi-desnatada, UHT;47;3,38;4,83;1,55;0,36;1,04;4,66;0;5,7;167;36;0,09;FALSE;[8]
19051;19051;5;Milk, skimmed, pasteurised;Leche desnatada, pasteurizada;34,5;3,28;4,99;0,19;0,0517;0,11;4,93;0;2,5;157;43,2;0,11;FALSE;[8]
19050;19050;5;Milk, skimmed, UHT;Leche desnatada, UHT;33,4;3,51;4,64;0,06;0,02;0,03;4,64;0;2;166;39;0,098;FALSE;[8]
19024;19024;5;Milk, whole, pasteurised;Leche entera, pasteurizada;56,5;3,3;3,47;3,3;0,96;2,16;0;0;14;140;79;0,2;FALSE;[8]
19023;19023;5;Milk, whole, UHT;Leche entera, UHT;65,1;3,32;4,85;3,63;1,03;2,4;4,2;0;12,5;160;44,2;0,11;FALSE;[8]
39001;39001;5;Milkshake, from fast foods restaurant;Batido, de restaurante de comida rápida;126;3,38;17,4;4,66;1,87;2,53;13,6;0,65;17;174;82;0,21;FALSE;[]
13171;13171;11;Milky beverage w fruits (without cereals) for baby's snack from 4/6 months;Bebida láctea con frutas (sin cereales) para merienda de bebé a partir de 4/6 meses;75,5;1,85;10,4;2,6;1,32;1,15;5,78;3;0;95;19;0,048;FALSE;[8]
31100;31100;7;Milky cereal breakfast bar, with chocolate or not, fortified with vitamins and minerals;Barrita de cereales láctea para desayuno, con o sin chocolate, fortificada con vitaminas y minerales;382;7,06;79,5;3,2;1,27;1,74;28,1;4,5;0;320;217;0,54;FALSE;[4,8]
13172;13172;11;Milky cereal-based beverage w vegetables for baby's dinner from 4/6 months;Bebida a base de cereales lácteos con verduras para la cena del bebé a partir de 4/6 meses;0;0;23,6;8,93;1,35;1,12;16,2;1,45;0;122;37,6;0,094;FALSE;[4,8]
13182;13182;11;Milky cereal-based beverage(average);Bebida a base de cereales lácteos (promedio);86,3;2,22;12,6;2,78;1,47;1,19;4,71;1,1;;258;26,6;0,066;FALSE;[4,8]
24666;24666;7;Mille-feuille pastry;Pastel de milhojas;0;3,88;43,7;11,3;3,66;5,27;28,8;0,24;27;111;168;0,42;FALSE;[4,8]
9555;9555;3;Millet flour;Harina de mijo;350;10,2;63,2;4,1;3,09;0,76;0,5;9,7;0;280;5;0,13;FALSE;[4]
9331;9331;3;Millet, cooked, unsalted;Mijo, cocido, sin sal;116;3,51;22,4;1;0,69;0,17;0,13;1,3;0;62;2;0,005;FALSE;[4]
9330;9330;3;Millet, whole;Mijo, entero;359;11;64,3;4,21;2,9;0,72;0;8,5;0;208;2,7;0,0068;FALSE;[4]
12742;12742;5;Mimolette cheese, extra old, from cow's milk;Queso Mimolette, extra viejo, de leche de vaca;387;33,9;0;28,2;8,84;19,3;0;0;0;0;0;0;FALSE;[8]
12740;12740;5;Mimolette cheese, from cow's milk;Queso Mimolette, de leche de vaca;308;24,9;0;23,4;6,24;16,8;0,25;0;67;103;1140;2,84;FALSE;[8]
12737;12737;5;Mimolette cheese, half-old, from cow's milk;Queso Mimolette, semi-viejo, de leche de vaca;365;31,5;0;26,9;8,53;18,1;0;0;0;0;0;0;FALSE;[8]
12738;12738;5;Mimolette cheese, old, from cow's milk;Queso Mimolette, viejo, de leche de vaca;397;34;0;28,8;7,46;19;0,2;0;87,9;88;1470;3,68;FALSE;[8]
12735;12735;5;Mimolette cheese, young, from cow's milk;Queso Mimolette, joven, de leche de vaca;331;28,9;0;24,2;6,7;17,4;0;0;0;0;0;0;FALSE;[8]
76006;76006;6;Mineral sparkling water (Arcens), bottled, averagely mineralized;Agua mineral con gas (Arcens), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;0,53;25,2;0,004;FALSE;[]
76007;76007;6;Mineral sparkling water (Ardesy), bottled, strongly mineralized;Agua mineral con gas (Ardesy), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;13;65;0,064;FALSE;[]
76002;76002;6;Mineral sparkling water (Aziac), bottled, lightly mineralized;Agua mineral con gas (Aziac), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,12;0,13;0,00033;FALSE;[]
76061;76061;6;Mineral sparkling water (Badoit), bottled, averagely mineralized;Agua mineral con gas (Badoit), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;1,1;18;0,0089;FALSE;[]
76013;76013;6;Mineral sparkling water (Chateauneuf), bottled, strongly mineralized;Agua mineral con gas (Chateauneuf), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;4,4;70,3;0,038;FALSE;[]
76014;76014;6;Mineral sparkling water (Chateldon), bottled, strongly mineralized;Agua mineral con gas (Chateldon), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;4,1;24;0,0012;FALSE;[]
76083;76083;6;Mineral sparkling water (Cilaos), bottled, strongly mineralized;Agua mineral con gas (Cilaos), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;0,53;23,8;0,0005;FALSE;[]
76018;76018;6;Mineral sparkling water (Didier), bottled, strongly mineralized;Agua mineral con gas (Didier), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;1,4;12,6;0,032;FALSE;[]
76023;76023;6;Mineral sparkling water (Hydroxydase), bottled, strongly mineralized;Agua mineral con gas (Hydroxydase), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;18,2;184;0,058;FALSE;[]
76088;76088;6;Mineral sparkling water (Nessel), bottled, averagely mineralized;Agua mineral con gas (Nessel), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;4;23,1;0,0068;FALSE;[]
76089;76089;6;Mineral sparkling water (Ogeu), bottled, lightly mineralized;Agua mineral con gas (Ogeu), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,1;3,1;0,0078;FALSE;[]
76030;76030;6;Mineral sparkling water (Orezza), bottled, averagely mineralized;Agua mineral con gas (Orezza), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;0,16;0,7;0,0017;FALSE;[]
76031;76031;6;Mineral sparkling water (Parot), bottled, averagely mineralized;Agua mineral con gas (Parot), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;11;101;0,016;FALSE;[]
76060;76060;6;Mineral sparkling water (Perrier), bottled, lightly mineralized;Agua mineral con gas (Perrier), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,1;0,95;0,0024;FALSE;[]
76034;76034;6;Mineral sparkling water (Puits St Georges), bottled, averagely mineralized;Agua mineral con gas (Puits St Georges), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;1,8;43;0,0063;FALSE;[]
76035;76035;6;Mineral sparkling water (Quézac), bottled, averagely mineralized;Agua mineral con gas (Quézac), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;3,8;11;0,003;FALSE;[]
76036;76036;6;Mineral sparkling water (Reine des basaltes), bottled, averagely mineralized;Agua mineral con gas (Reine des basaltes), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;2,57;24,6;0,0019;FALSE;[]
76037;76037;6;Mineral sparkling water (Rozana), bottled, strongly mineralized;Agua mineral con gas (Rozana), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;5,2;49,3;0,11;FALSE;[]
76039;76039;6;Mineral sparkling water (Salvetat), bottled, averagely mineralized;Agua mineral con gas (Salvetat), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;0,23;0,7;0,00086;FALSE;[]
76075;76075;6;Mineral sparkling water (San Pellegrino), bottled, averagely mineralized;Agua mineral con gas (San Pellegrino), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;0,3;4,4;0,011;FALSE;[]
76092;76092;6;Mineral sparkling water (St-Alban), bottled, averagely mineralized;Agua mineral con gas (St-Alban), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;2,8;25;0,0033;FALSE;[]
76046;76046;6;Mineral sparkling water (St-Diéry), bottled, strongly mineralized;Agua mineral con gas (St-Diéry), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;6,5;7,7;0,019;FALSE;[]
76093;76093;6;Mineral sparkling water (St-Géron), bottled, averagely mineralized;Agua mineral con gas (St-Géron), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;1,84;25,6;0,0073;FALSE;[]
76094;76094;6;Mineral sparkling water (St-Michel-de-Mourcairol), bottled, averagely mineralized;Agua mineral con gas (St-Michel-de-Mourcairol), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;5,5;17,5;0,0036;FALSE;[]
76049;76049;6;Mineral sparkling water (St-Yorre), bottled, strongly mineralized;Agua mineral con gas (St-Yorre), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;11;171;0,053;FALSE;[]
76047;76047;6;Mineral sparkling water (Ste-Marguerite), bottled, averagely mineralized;Agua mineral con gas (Ste-Marguerite), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;3,3;30,2;0,038;FALSE;[]
76096;76096;6;Mineral sparkling water (Vals), bottled, averagely mineralized;Agua mineral con gas (Vals), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;3,38;38,1;0,0041;FALSE;[]
76053;76053;6;Mineral sparkling water (Ventadour), bottled, lightly mineralized;Agua mineral con gas (Ventadour), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,21;1,34;0,00033;FALSE;[]
76054;76054;6;Mineral sparkling water (Vernet), bottled, lightly mineralized;Agua mineral con gas (Vernet), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;2,2;12,9;0,00086;FALSE;[]
76024;76024;6;Mineral sparkling water (Vernière), bottled, averagely mineralized;Agua mineral con gas (Vernière), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;4;11;0,0023;FALSE;[]
76055;76055;6;Mineral sparkling water (Vichy Célestins), bottled, strongly mineralized;Agua mineral con gas (Vichy Célestins), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;6,6;117;0,039;FALSE;[]
76058;76058;6;Mineral sparkling water (Volvic active), bottled, lightly mineralized;Agua mineral con gas (Volvic active), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,58;1,17;0,0019;FALSE;[]
76000;76000;6;Mineral still water (Abatilles), bottled, lightly mineralized;Agua mineral sin gas (Abatilles), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,4;10;0,023;FALSE;[]
76001;76001;6;Mineral still water (Aix-les-Bains), bottled, lightly mineralized;Agua mineral sin gas (Aix-les-Bains), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,08;0,44;0,00035;FALSE;[]
76004;76004;6;Mineral still water (Amanda), bottled, strongly mineralized;Agua mineral sin gas (Amanda), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;0,61;5,5;0,01;FALSE;[]
76079;76079;6;Mineral still water (Appollinaris), bottled, strongly mineralized;Agua mineral sin gas (Appollinaris), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;3;38;0,017;FALSE;[]
76062;76062;6;Mineral still water (Avra), bottled, lightly mineralized;Agua mineral sin gas (Avra), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,07;8,4;0,0013;FALSE;[]
76063;76063;6;Mineral still water (Beckerich), bottled, lightly mineralized;Agua mineral sin gas (Beckerich), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,06;0,3;0,00075;FALSE;[]
76081;76081;6;Mineral still water (Biovive), bottled, lightly mineralized;Agua mineral sin gas (Biovive), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,24;1,86;0,0028;FALSE;[]
76010;76010;6;Mineral still water (Celtic), bottled, very lightly mineralized;Agua mineral sin gas (Celtic), embotellada, muy ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,19;0,11;0,00028;FALSE;[]
76011;76011;6;Mineral still water (Chambon), bottled, lightly mineralized;Agua mineral sin gas (Chambon), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,37;1,06;0,0027;FALSE;[]
76012;76012;6;Mineral still water (Chantemerle), bottled, lightly mineralized;Agua mineral sin gas (Chantemerle), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,13;1,34;0,00028;FALSE;[]
76065;76065;6;Mineral still water (Chaudfontaine), bottled, lightly mineralized;Agua mineral sin gas (Chaudfontaine), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,25;4,4;0,0058;FALSE;[]
76066;76066;6;Mineral still water (Christinen Brunnen), bottled, averagely mineralized;Agua mineral sin gas (Christinen Brunnen), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;0;37;0,047;FALSE;[]
76015;76015;6;Mineral still water (Clos de l'Abbaye), bottled, averagely mineralized;Agua mineral sin gas (Clos de l'Abbaye), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;0,36;2,94;0,006;FALSE;[]
76016;76016;6;Mineral still water (Contrex), bottled, strongly mineralized;Agua mineral sin gas (Contrex), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;0,28;0,94;0,0013;FALSE;[]
76067;76067;6;Mineral still water (Courmayer), bottled, strongly mineralized;Agua mineral sin gas (Courmayer), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;0,2;0,1;0,00025;FALSE;[]
76017;76017;6;Mineral still water (Dax), bottled, averagely mineralized;Agua mineral sin gas (Dax), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;0;0;0,031;FALSE;[]
76019;76019;6;Mineral still water (Didier), bottled, strongly mineralized;Agua mineral sin gas (Didier), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;1,31;13;0,0041;FALSE;[]
76020;76020;6;Mineral still water (Evian), bottled, lightly mineralized;Agua mineral sin gas (Evian), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,1;0,65;0,0011;FALSE;[]
76022;76022;6;Mineral still water (Hépar), bottled, strongly mineralized;Agua mineral sin gas (Hépar), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;0,41;1,42;0,0031;FALSE;[]
76082;76082;6;Mineral still water (La Cairolle), bottled, strongly mineralized;Agua mineral sin gas (La Cairolle), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;1,25;2,7;0,0021;FALSE;[]
76085;76085;6;Mineral still water (La Française), bottled, strongly mineralized;Agua mineral sin gas (La Française), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;2,2;68;0,16;FALSE;[]
76069;76069;6;Mineral still water (Levissima), bottled, lightly mineralized;Agua mineral sin gas (Levissima), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,2;0,2;0,00005;FALSE;[]
76025;76025;6;Mineral still water (Luchon), bottled, lightly mineralized;Agua mineral sin gas (Luchon), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,02;0,08;0,0002;FALSE;[]
76070;76070;6;Mineral still water (Luso), bottled, very lightly mineralized;Agua mineral sin gas (Luso), embotellada, muy ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0;0,6;0,0015;FALSE;[]
76086;76086;6;Mineral still water (Montcalm), bottled, very lightly mineralized;Agua mineral sin gas (Montcalm), embotellada, muy ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,06;0,22;0,000099;FALSE;[]
76087;76087;6;Mineral still water (Montclar), bottled, lightly mineralized;Agua mineral sin gas (Montclar), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0;0,2;0,0005;FALSE;[]
76071;76071;6;Mineral still water (Néro), bottled, lightly mineralized;Agua mineral sin gas (Néro), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,2;4,1;0,01;FALSE;[]
76090;76090;6;Mineral still water (Ogeu), bottled, lightly mineralized;Agua mineral sin gas (Ogeu), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,1;2,7;0,0038;FALSE;[]
76029;76029;6;Mineral still water (Orée du bois), bottled, averagely mineralized;Agua mineral sin gas (Orée du bois), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;0,64;4,92;0,01;FALSE;[]
76072;76072;6;Mineral still water (Penacova), bottled, very lightly mineralized;Agua mineral sin gas (Penacova), embotellada, muy ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0;0,6;0,0015;FALSE;[]
76032;76032;6;Mineral still water (Plancoet), bottled, lightly mineralized;Agua mineral sin gas (Plancoet), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,45;3,1;0,0059;FALSE;[]
76091;76091;6;Mineral still water (Prince Noir), bottled, strongly mineralized;Agua mineral sin gas (Prince Noir), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;0,3;0,9;0,0015;FALSE;[]
76033;76033;6;Mineral still water (Propiac), bottled, strongly mineralized;Agua mineral sin gas (Propiac), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;0;0;0,17;FALSE;[]
76038;76038;6;Mineral still water (Sail-les-Bains), bottled, lightly mineralized;Agua mineral sin gas (Sail-les-Bains), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,48;8,5;0,0057;FALSE;[]
76076;76076;6;Mineral still water (Spa-Reine), bottled, averagely mineralized;Agua mineral sin gas (Spa-Reine), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;0,05;0,3;0,00075;FALSE;[]
76043;76043;6;Mineral still water (St-Amand), bottled, averagely mineralized;Agua mineral sin gas (St-Amand), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;0,5;2,8;0,0061;FALSE;[]
76044;76044;6;Mineral still water (St-Antonin), bottled, strongly mineralized;Agua mineral sin gas (St-Antonin), embotellada, fuertemente mineralizada;0;0;0;0;0;0;0;0;0;0,3;0,79;0,0015;FALSE;[]
76050;76050;6;Mineral still water (Thonon), bottled, lightly mineralized;Agua mineral sin gas (Thonon), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,1;0,57;0,0014;FALSE;[]
76095;76095;6;Mineral still water (Treignac), bottled, very lightly mineralized;Agua mineral sin gas (Treignac), embotellada, muy ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,05;0,28;0,00053;FALSE;[]
76078;76078;6;Mineral still water (Valvert), bottled, lightly mineralized;Agua mineral sin gas (Valvert), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,045;0,2;0,00049;FALSE;[]
76097;76097;6;Mineral still water (Vauban), bottled, averagely mineralized;Agua mineral sin gas (Vauban), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;0,8;4;0,0096;FALSE;[]
76056;76056;6;Mineral still water (Vittel), bottled, averagely mineralized;Agua mineral sin gas (Vittel), embotellada, medianamente mineralizada;0;0;0;0;0;0;0;0;0;0,19;0,52;0,0013;FALSE;[]
76057;76057;6;Mineral still water (Volvic), bottled, lightly mineralized;Agua mineral sin gas (Volvic), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,6;1,2;0,0025;FALSE;[]
76059;76059;6;Mineral still water (Wattwiller), bottled, lightly mineralized;Agua mineral sin gas (Wattwiller), embotellada, ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,11;0,3;0,00075;FALSE;[]
76027;76027;6;Mineral water (Mont-Roucous, bottled, very lightly mineralized;Agua mineral (Mont-Roucous, embotellada, muy ligeramente mineralizada);0;0;0;0;0;0;0;0;0;0,04;0,31;0,0005;FALSE;[]
76074;76074;6;Mineral water (San Bernardo), bottled, very lightly mineralized;Agua mineral (San Bernardo), embotellada, muy ligeramente mineralizada;0;0;0;0;0;0;0;0;0;0,04;0,05;0,000083;FALSE;[]
11029;11029;10;Mint, dried;Menta, seca;283;19,9;22,2;6,03;3,47;1,58;0;29,8;0;1920;344;0,86;FALSE;[]
11027;11027;10;Mint, fresh;Menta, fresca;57,6;3,52;5,3;0,84;0,479;0,22;5,3;7,4;0;514;30,5;0,076;FALSE;[]
13027;13027;2;Mirabelle plum, raw;Ciruela mirabelle, cruda;76,9;0,63;18;0,5;0,19;0,092;13,3;2,2;0;240;5;0,013;TRUE;[]
20916;20916;10;Miso;Miso;0;10,7;18,1;5,31;3,93;1,01;6,2;5,4;0;273;3340;8,35;FALSE;[13]
25972;25972;1;Miso soup, dehydrated, reconstituted;Sopa de miso, deshidratada, reconstituida;17,1;1,38;2,18;0,5;0,108678;0,097989;0,69;0,5;0;49;438;1,1;FALSE;[13]
11056;11056;10;Mix of 4 spices;Mezcla de 4 especias;348;6,09;50,5;8,69;3,02;2,55;0;21,6;0;1040;77;0,19;FALSE;[]
9612;9612;3;Mix of cereals and legumes, raw;Mezcla de cereales y legumbres, cruda;354;13,7;59;4;0;0,5;4,5;11;0;0;397;0,99;TRUE;[4]
